254 6 7
NTop NFop NCop DDL Nite Nthr 0.001 0.005 0.01 0.05 0.1 0.2 0.5
17 10 2 0 500 6 0.000391418 0.000216343 0.000208464 0.000171505 0.000124216 6.7158e-05 7.9773e-05 
7203 1801 901 1 900 6 0.00136486 0.00124686 0.00122731 0.0013328 0.00145283 0.00256667 0.00633293 
21221 8084 1012 1 1010 6 0.00134989 0.00119436 0.0011366 0.00119743 0.00123109 0.00224718 0.0028084 
6062 2020 1011 1 1010 6 0.00217131 0.00223136 0.00210769 0.00228158 0.00223468 0.00451097 0.0052465 
16083 4021 2011 1 2010 6 0.00705611 0.00571562 0.00564701 0.00678674 0.00668098 0.0131782 0.0162512 
42221 16084 2012 1 2010 6 0.00387761 0.00370356 0.00392317 0.0042806 0.00427041 0.00885181 0.0104212 
13862 4620 2311 1 2310 6 0.0085425 0.00850986 0.00855435 0.00968421 0.0101303 0.00958267 0.0238105 
27283 6821 3411 1 3410 6 0.0169294 0.0195401 0.0168849 0.0190186 0.0190644 0.0415725 0.0567955 
65321 24884 3112 1 3110 6 0.00970714 0.00889206 0.00870401 0.0103142 0.0101482 0.0200096 0.0248921 
18662 6220 3111 1 3110 6 0.0182851 0.0148524 0.014987 0.0177845 0.0186014 0.0366169 0.0470474 
35283 8821 4411 1 4410 6 0.0276991 0.026863 0.027217 0.031742 0.0317374 0.0316016 0.0785433 
40083 10021 5011 1 5010 6 0.03608 0.0352146 0.0351386 0.0408496 0.0408675 0.0810971 0.100946 
107321 40884 5112 1 5110 6 0.0233664 0.0233895 0.0232998 0.0270636 0.0272088 0.0270943 0.0672006 
33062 11020 5511 1 5510 6 0.046118 0.0461781 0.0463638 0.0544544 0.0559098 0.10772 0.135096 
56083 14021 7011 1 7010 6 0.0675642 0.067101 0.0684166 0.0798634 0.0801871 0.158289 0.197561 
126221 48084 6012 1 6010 6 0.032154 0.0315499 0.0320063 0.037432 0.0375061 0.0743057 0.0928591 
