315 6 4
1213 602 306 2 1 1500 0.00704056 0.00695521 0.00681441 0.00636247
1213 602 306 2 2 1500 0.00282997 0.00263665 0.00267974 0.00668898
1213 602 306 2 4 1500 0.00221418 0.00201583 0.00213679 0.00687867
1213 602 306 2 6 1500 0.00147002 0.00126057 0.00144348 0.00669575
1213 602 306 2 8 1500 0.0014182 0.00107975 0.00149377 0.00685681
1213 602 306 2 10 1500 0.00154391 0.00095515 0.00147693 0.00657514
1213 602 306 2 12 1500 0.00133208 0.000750375 0.0014286 0.00683481
1213 602 306 2 14 1500 0.0016338 0.000863028 0.00154342 0.00696821
1213 602 306 2 16 1500 0.00151828 0.00097722 0.00148615 0.00692218
2179 1440 729 3 1 900 0.00562292 0.00536067 0.00511476 0.00502683
2179 1440 729 3 2 900 0.00341726 0.00286531 0.00280043 0.00538574
2179 1440 729 3 4 900 0.00193817 0.0017322 0.00183054 0.00549693
2179 1440 729 3 6 900 0.00147135 0.00129374 0.00128473 0.00563982
2179 1440 729 3 8 900 0.00139236 0.00101703 0.00120406 0.00547856
2179 1440 729 3 10 900 0.00117829 0.000798915 0.00126161 0.00464654
2179 1440 729 3 12 900 0.0014858 0.000809181 0.00127342 0.00569318
2179 1440 729 3 14 900 0.00159999 0.000727606 0.00123661 0.00553003
2179 1440 729 3 16 900 0.00148273 0.000730191 0.0012466 0.00552396
1447 720 363 3 1 1200 0.00658492 0.00609135 0.00602207 0.00560686
1447 720 363 3 2 1200 0.00271103 0.00248076 0.0024369 0.00373197
1447 720 363 3 4 1200 0.00196366 0.00180798 0.00162709 0.00384113
1447 720 363 3 6 1200 0.00159944 0.00137147 0.0014557 0.00336013
1447 720 363 3 8 1200 0.00156787 0.00102771 0.00155208 0.00758812
1447 720 363 3 10 1200 0.00158658 0.000996286 0.00138607 0.00684326
1447 720 363 3 12 1200 0.00132014 0.000770699 0.00130052 0.00644048
1447 720 363 3 14 1200 0.00188537 0.000833556 0.00156682 0.00657961
1447 720 363 3 16 1200 0.00162926 0.000923651 0.000762387 0.00642365
402005 200000 101002 2 1 10000 6.52492 6.36578 6.34015 6.33611
402005 200000 101002 2 2 10000 3.38657 3.20626 3.20645 6.37792
402005 200000 101002 2 4 10000 1.90567 1.76643 2.10783 6.7462
402005 200000 101002 2 6 10000 1.35442 1.26565 1.50959 7.00674
402005 200000 101002 2 8 10000 1.04842 0.99244 1.56002 7.24041
402005 200000 101002 2 10 10000 0.839272 0.827975 1.56301 7.29786
402005 200000 101002 2 12 10000 0.720558 0.659514 0.783961 7.27439
402005 200000 101002 2 14 10000 0.620817 0.578217 1.60901 7.44003
402005 200000 101002 2 16 10000 0.631073 0.504592 0.792632 7.47029
0 0 0 0 1 10000000 0.578362 0.469095 0.409729 0.406569
0 0 0 0 2 10000000 0.306719 0.271151 0.266815 0.431978
0 0 0 0 4 10000000 0.174605 0.135392 0.163126 0.504745
0 0 0 0 6 10000000 0.12754 0.0912404 0.108681 0.530382
0 0 0 0 8 10000000 0.103961 0.0721135 0.108705 0.538458
0 0 0 0 10 10000000 0.0863947 0.0627368 0.108835 0.541248
0 0 0 0 12 10000000 0.0757268 0.0549465 0.109684 0.501496
0 0 0 0 14 10000000 0.0673536 0.0509376 0.111834 0.543727
0 0 0 0 16 10000000 0.0593939 0.0461395 0.107453 0.545931
27009014 13500002 6754507 3 1 1500 249.444 249.576 250.464 249.314
27009014 13500002 6754507 3 2 1500 125.492 124.609 124.596 250.35
27009014 13500002 6754507 3 4 1500 67.791 67.2773 79.6344 253.421
27009014 13500002 6754507 3 6 1500 47.7797 47.8873 56.1353 250.696
27009014 13500002 6754507 3 8 1500 36.3189 36.3128 55.9516 251.682
27009014 13500002 6754507 3 10 1500 28.9498 25.5456 47.87 216.246
27009014 13500002 6754507 3 12 1500 24.8606 24.8488 54.1674 256.381
27009014 13500002 6754507 3 14 1500 20.976 23.2608 54.2588 257.352
27009014 13500002 6754507 3 16 1500 18.9096 18.9569 55.804 262.204
11524808 5760000 2882404 3 1 1200 79.3787 79.1607 79.1431 79.1542
11524808 5760000 2882404 3 2 1200 40.2024 39.9722 39.9703 79.4528
11524808 5760000 2882404 3 4 1200 22.2043 22.2 25.7033 80.5176
11524808 5760000 2882404 3 6 1200 15.4767 15.4082 18.2002 81.3371
11524808 5760000 2882404 3 8 1200 12.111 12.0201 18.3354 82.1114
11524808 5760000 2882404 3 10 1200 9.74575 10.2788 18.3357 79.8875
11524808 5760000 2882404 3 12 1200 7.94338 7.88986 17.911 82.4664
11524808 5760000 2882404 3 14 1200 7.21924 7.17297 18.4144 83.2876
11524808 5760000 2882404 3 16 1200 6.28761 6.25031 17.8572 82.6343
10010026 5000000 2505013 3 1 500 26.4659 26.2303 26.2293 26.2303
10010026 5000000 2505013 3 2 500 13.5328 13.3394 13.3384 26.3254
10010026 5000000 2505013 3 4 500 7.53826 9.26001 8.71933 26.7922
10010026 5000000 2505013 3 6 500 5.23126 5.09411 6.02354 27.4143
10010026 5000000 2505013 3 8 500 4.1056 3.99162 6.23393 27.8633
10010026 5000000 2505013 3 10 500 3.36684 3.24576 6.06189 28.0651
10010026 5000000 2505013 3 12 500 2.86378 2.88971 6.16907 28.054
10010026 5000000 2505013 3 14 500 2.35481 2.25261 5.84368 28.0094
10010026 5000000 2505013 3 16 500 2.16 2.10403 6.25537 28.2619
4861804 3240000 1620902 2 1 900 27.2835 26.8933 26.9937 26.8755
4861804 3240000 1620902 2 2 900 13.7896 13.5039 13.5285 27.0352
4861804 3240000 1620902 2 4 900 7.84347 7.71245 7.18721 22.2776
4861804 3240000 1620902 2 6 900 5.32869 5.3797 6.13454 27.9892
4861804 3240000 1620902 2 8 900 4.15912 4.09309 6.31779 28.7426
4861804 3240000 1620902 2 10 900 3.45055 3.29341 6.36913 28.955
4861804 3240000 1620902 2 12 900 2.76132 2.71705 6.16497 27.7827
4861804 3240000 1620902 2 14 900 2.55058 2.51438 6.61506 27.9843
4861804 3240000 1620902 2 16 900 2.20827 2.48628 6.22423 29.244
40204 20000 10102 2 1 100 0.0387237 0.0320397 0.0277839 0.0249642
40204 20000 10102 2 2 100 0.0176358 0.0153383 0.0144806 0.0326581
40204 20000 10102 2 4 100 0.0126861 0.0108919 0.0114348 0.0333953
40204 20000 10102 2 6 100 0.00960136 0.00850932 0.00804655 0.0343494
40204 20000 10102 2 8 100 0.00604386 0.00550664 0.00843997 0.0362355
40204 20000 10102 2 10 100 0.00683034 0.0056042 0.00859222 0.0292454
40204 20000 10102 2 12 100 0.00552619 0.00442242 0.00818226 0.0300595
40204 20000 10102 2 14 100 0.00491529 0.00409361 0.00795897 0.0414502
40204 20000 10102 2 16 100 0.00519228 0.00422617 0.00895694 0.0372091
12004008 8000000 4002004 3 1 1000 71.1292 70.746 70.6887 70.8182
12004008 8000000 4002004 3 2 1000 36.2853 36.0388 35.9026 71.2324
12004008 8000000 4002004 3 4 1000 19.5551 19.3891 22.9048 72.2794
12004008 8000000 4002004 3 6 1000 13.7773 16.9015 16.2915 72.8457
12004008 8000000 4002004 3 8 1000 10.7803 10.725 16.2449 73.1101
