136 10 2
1 1001004 500000 250502 500 2 2 0 0 0 0.740094 0.578873
2 1001004 500000 250502 500 2 2 0 0 0 0.709824 0.35987
4 1001004 500000 250502 500 2 2 0 0 0 0.718082 0.257954
6 1001004 500000 250502 500 2 2 0 0 0 0.72285 0.263161
8 1001004 500000 250502 500 2 2 0 0 0 0.743359 0.239462
10 1001004 500000 250502 500 2 2 0 0 0 0.728017 0.332898
12 1001004 500000 250502 500 2 2 0 0 0 0.733306 0.364585
14 1001004 500000 250502 500 2 2 0 0 0 0.720045 0.407241
16 1001004 500000 250502 500 2 2 0 0 0 0.737085 0.422168
18 1001004 500000 250502 500 2 2 0 0 0 0.722365 0.434071
20 1001004 500000 250502 500 2 2 0 0 0 0.708211 0.421937
22 1001004 500000 250502 500 2 2 0 0 0 0.871252 0.421063
24 1001004 500000 250502 500 2 2 0 0 0 0.895712 0.416188
26 1001004 500000 250502 500 2 2 0 0 0 0.925511 0.426408
28 1001004 500000 250502 500 2 2 0 0 0 0.945718 0.44267
30 1001004 500000 250502 500 2 2 0 0 0 0.980337 0.433891
32 1001004 500000 250502 500 2 2 0 0 0 1.01196 0.445139
1 40204 20000 10102 100 2 2 0 0 0 0.0107614 0.0095758
2 40204 20000 10102 100 2 2 0 0 0 0.0107189 0.00867994
4 40204 20000 10102 100 2 2 0 0 0 0.0108885 0.0105903
6 40204 20000 10102 100 2 2 0 0 0 0.0105962 0.00990014
8 40204 20000 10102 100 2 2 0 0 0 0.0102656 0.011794
10 40204 20000 10102 100 2 2 0 0 0 0.0101289 0.0180776
12 40204 20000 10102 100 2 2 0 0 0 0.0110823 0.020318
14 40204 20000 10102 100 2 2 0 0 0 0.00605706 0.0208418
16 40204 20000 10102 100 2 2 0 0 0 0.0103705 0.0221103
18 40204 20000 10102 100 2 2 0 0 0 0.0102174 0.0200337
20 40204 20000 10102 100 2 2 0 0 0 0.0127071 0.0183489
22 40204 20000 10102 100 2 2 0 0 0 0.00981633 0.0179526
24 40204 20000 10102 100 2 2 0 0 0 0.0115904 0.020056
26 40204 20000 10102 100 2 2 0 0 0 0.012549 0.0225016
28 40204 20000 10102 100 2 2 0 0 0 0.0121833 0.0238917
30 40204 20000 10102 100 2 2 0 0 0 0.0125692 0.0200354
32 40204 20000 10102 100 2 2 0 0 0 0.0131549 0.021382
1 40204 20000 10102 100 2 2 0 0 0 0.0109225 0.00988666
2 40204 20000 10102 100 2 2 0 0 0 0.0108953 0.00944331
4 40204 20000 10102 100 2 2 0 0 0 0.0106837 0.00810927
6 40204 20000 10102 100 2 2 0 0 0 0.0108507 0.0107616
8 40204 20000 10102 100 2 2 0 0 0 0.0102398 0.0133792
10 40204 20000 10102 100 2 2 0 0 0 0.0104496 0.0207356
12 40204 20000 10102 100 2 2 0 0 0 0.0105138 0.020547
14 40204 20000 10102 100 2 2 0 0 0 0.00608394 0.0197541
16 40204 20000 10102 100 2 2 0 0 0 0.0098817 0.0227088
18 40204 20000 10102 100 2 2 0 0 0 0.0101626 0.0210856
20 40204 20000 10102 100 2 2 0 0 0 0.00983854 0.0186085
22 40204 20000 10102 100 2 2 0 0 0 0.0134308 0.0220036
24 40204 20000 10102 100 2 2 0 0 0 0.0122532 0.0306105
26 40204 20000 10102 100 2 2 0 0 0 0.0116358 0.0223589
28 40204 20000 10102 100 2 2 0 0 0 0.0123023 0.0198699
30 40204 20000 10102 100 2 2 0 0 0 0.0119639 0.021532
32 40204 20000 10102 100 2 2 0 0 0 0.0106378 0.0205898
1 4002004 2000000 1001002 1000 2 2 0 0 0 0.0105495 0.00953927
2 4002004 2000000 1001002 1000 2 2 0 0 0 0.0106829 0.00855681
4 4002004 2000000 1001002 1000 2 2 0 0 0 0.0108181 0.00957154
6 4002004 2000000 1001002 1000 2 2 0 0 0 0.00964459 0.00948263
8 4002004 2000000 1001002 1000 2 2 0 0 0 0.0100565 0.0119963
10 4002004 2000000 1001002 1000 2 2 0 0 0 0.0104074 0.0207019
12 4002004 2000000 1001002 1000 2 2 0 0 0 0.0100038 0.0178153
14 4002004 2000000 1001002 1000 2 2 0 0 0 0.00923071 0.0218736
16 4002004 2000000 1001002 1000 2 2 0 0 0 0.0104038 0.0219464
18 4002004 2000000 1001002 1000 2 2 0 0 0 0.0102121 0.0243696
20 4002004 2000000 1001002 1000 2 2 0 0 0 0.0103755 0.0212888
22 4002004 2000000 1001002 1000 2 2 0 0 0 0.0131832 0.0189091
24 4002004 2000000 1001002 1000 2 2 0 0 0 0.013546 0.0211641
26 4002004 2000000 1001002 1000 2 2 0 0 0 0.00824386 0.0213119
28 4002004 2000000 1001002 1000 2 2 0 0 0 0.0123641 0.0216207
30 4002004 2000000 1001002 1000 2 2 0 0 0 0.0121565 0.0220122
32 4002004 2000000 1001002 1000 2 2 0 0 0 0.011837 0.0205882
1 1001006 500000 250503 500 2 2 0 1 0 0.511096 0.436767
2 1001006 500000 250503 500 2 2 0 1 0 0.522332 0.304842
4 1001006 500000 250503 500 2 2 0 1 0 0.519066 0.252957
6 1001006 500000 250503 500 2 2 0 1 0 0.525726 0.214093
8 1001006 500000 250503 500 2 2 0 1 0 0.468941 0.203569
10 1001006 500000 250503 500 2 2 0 1 0 0.510192 0.36756
12 1001006 500000 250503 500 2 2 0 1 0 0.518437 0.416977
14 1001006 500000 250503 500 2 2 0 1 0 0.519256 0.451601
16 1001006 500000 250503 500 2 2 0 1 0 0.611905 0.423442
18 1001006 500000 250503 500 2 2 0 1 0 0.517797 0.431981
20 1001006 500000 250503 500 2 2 0 1 0 0.647139 0.43049
22 1001006 500000 250503 500 2 2 0 1 0 0.684554 0.432955
24 1001006 500000 250503 500 2 2 0 1 0 0.645613 0.419397
26 1001006 500000 250503 500 2 2 0 1 0 0.684459 0.453521
28 1001006 500000 250503 500 2 2 0 1 0 0.660573 0.448543
30 1001006 500000 250503 500 2 2 0 1 0 0.639477 0.456919
32 1001006 500000 250503 500 2 2 0 1 0 0.672373 0.505515
1 4002004 2000000 1001002 1000 2 2 0 0 0 11.9482 11.8776
2 4002004 2000000 1001002 1000 2 2 0 0 0 12.3157 6.76153
4 4002004 2000000 1001002 1000 2 2 0 0 0 13.0956 4.12025
6 4002004 2000000 1001002 1000 2 2 0 0 0 12.7606 3.09565
8 4002004 2000000 1001002 1000 2 2 0 0 0 13.7198 2.4611
10 4002004 2000000 1001002 1000 2 2 0 0 0 12.9991 2.18335
12 4002004 2000000 1001002 1000 2 2 0 0 0 13.361 2.04114
14 4002004 2000000 1001002 1000 2 2 0 0 0 13.4984 2.19141
16 4002004 2000000 1001002 1000 2 2 0 0 0 13.4828 2.01036
18 4002004 2000000 1001002 1000 2 2 0 0 0 12.9505 2.15831
20 4002004 2000000 1001002 1000 2 2 0 0 0 12.9917 2.2353
22 4002004 2000000 1001002 1000 2 2 0 0 0 13.7452 2.20798
24 4002004 2000000 1001002 1000 2 2 0 0 0 13.7888 2.19814
26 4002004 2000000 1001002 1000 2 2 0 0 0 13.6919 2.06067
28 4002004 2000000 1001002 1000 2 2 0 0 0 13.836 2.14236
30 4002004 2000000 1001002 1000 2 2 0 0 0 13.8449 2.11921
32 4002004 2000000 1001002 1000 2 2 0 0 0 13.7677 2.20767
1 40002 20000 10001 10000 1 1 0 0 0 0.383322 0.351919
2 40002 20000 10001 10000 1 1 0 0 0 0.400138 0.199361
4 40002 20000 10001 10000 1 1 0 0 0 0.40785 0.123351
6 40002 20000 10001 10000 1 1 0 0 0 0.398491 0.0852997
8 40002 20000 10001 10000 1 1 0 0 0 0.416579 0.0576642
10 40002 20000 10001 10000 1 1 0 0 0 0.443015 0.0783517
12 40002 20000 10001 10000 1 1 0 0 0 0.396693 0.0891
14 40002 20000 10001 10000 1 1 0 0 0 0.39668 0.0977931
16 40002 20000 10001 10000 1 1 0 0 0 0.491658 0.0993334
18 40002 20000 10001 10000 1 1 0 0 0 0.404133 0.083141
20 40002 20000 10001 10000 1 1 0 0 0 0.543082 0.075432
22 40002 20000 10001 10000 1 1 0 0 0 0.449456 0.0597732
24 40002 20000 10001 10000 1 1 0 0 0 0.541755 0.0552652
26 40002 20000 10001 10000 1 1 0 0 0 0.53618 0.053318
28 40002 20000 10001 10000 1 1 0 0 0 0.452657 0.0542333
30 40002 20000 10001 10000 1 1 0 0 0 0.475947 0.0503199
32 40002 20000 10001 10000 1 1 0 0 0 0.443859 0.0543376
1 400002 0 100001 0 1 1 0 0 0 0.000000628 0.000258553
2 400002 0 100001 0 1 1 0 0 0 0.000000629 0.000387549
4 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00054588
6 400002 0 100001 0 1 1 0 0 0 0.000000629 0.000657696
8 400002 0 100001 0 1 1 0 0 0 0.000000628 0.000753448
10 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00135953
12 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00103093
14 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00128124
16 400002 0 100001 0 1 1 0 0 0 0.000000628 0.0013318
18 400002 0 100001 0 1 1 0 0 0 0.000000558 0.00139194
20 400002 0 100001 0 1 1 0 0 0 0.000000628 0.00216159
22 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00163827
